0.0000000000,0.0000000000,0.0000000000
0.0099009901,0.0000000000,0.0000980296
0.0198019802,0.0000000000,0.0003921184
0.0297029703,0.0000000000,0.0008822664
0.0396039604,0.0000000000,0.0015684737
0.0495049505,0.0000000000,0.0024507401
0.0594059406,0.0000000000,0.0035290658
0.0693069307,0.0000000000,0.0048034506
0.0792079208,0.0000000000,0.0062738947
0.0891089109,0.0000000000,0.0079403980
0.0990099010,0.0000000000,0.0098029605
0.1089108911,0.0000000000,0.0118615822
0.1188118812,0.0000000000,0.0141162631
0.1287128713,0.0000000000,0.0165670032
0.1386138614,0.0000000000,0.0192138026
0.1485148515,0.0000000000,0.0220566611
0.1584158416,0.0000000000,0.0250955789
0.1683168317,0.0000000000,0.0283305558
0.1782178218,0.0000000000,0.0317615920
0.1881188119,0.0000000000,0.0353886874
0.1980198020,0.0000000000,0.0392118420
0.2079207921,0.0000000000,0.0432310558
0.2178217822,0.0000000000,0.0474463288
0.2277227723,0.0000000000,0.0518576610
0.2376237624,0.0000000000,0.0564650524
0.2475247525,0.0000000000,0.0612685031
0.2574257426,0.0000000000,0.0662680129
0.2673267327,0.0000000000,0.0714635820
0.2772277228,0.0000000000,0.0768552103
0.2871287129,0.0000000000,0.0824428978
0.2970297030,0.0000000000,0.0882266444
0.3069306931,0.0000000000,0.0942064503
0.3168316832,0.0000000000,0.1003823155
0.3267326733,0.0000000000,0.1067542398
0.3366336634,0.0000000000,0.1133222233
0.3465346535,0.0000000000,0.1200862661
0.3564356436,0.0000000000,0.1270463680
0.3663366337,0.0000000000,0.1342025292
0.3762376238,0.0000000000,0.1415547495
0.3861386139,0.0000000000,0.1491030291
0.3960396040,0.0000000000,0.1568473679
0.4059405941,0.0000000000,0.1647877659
0.4158415842,0.0000000000,0.1729242231
0.4257425743,0.0000000000,0.1812567395
0.4356435644,0.0000000000,0.1897853152
0.4455445545,0.0000000000,0.1985099500
0.4554455446,0.0000000000,0.2074306441
0.4653465347,0.0000000000,0.2165473973
0.4752475248,0.0000000000,0.2258602098
0.4851485149,0.0000000000,0.2353690815
0.4950495050,0.0000000000,0.2450740124
0.5049504950,0.0000000000,0.2549750025
0.5148514851,0.0000000000,0.2650720518
0.5247524752,0.0000000000,0.2753651603
0.5346534653,0.0000000000,0.2858543280
0.5445544554,0.0000000000,0.2965395549
0.5544554455,0.0000000000,0.3074208411
0.5643564356,0.0000000000,0.3184981865
0.5742574257,0.0000000000,0.3297715910
0.5841584158,0.0000000000,0.3412410548
0.5940594059,0.0000000000,0.3529065778
0.6039603960,0.0000000000,0.3647681600
0.6138613861,0.0000000000,0.3768258014
0.6237623762,0.0000000000,0.3890795020
0.6336633663,0.0000000000,0.4015292618
0.6435643564,0.0000000000,0.4141750809
0.6534653465,0.0000000000,0.4270169591
0.6633663366,0.0000000000,0.4400548966
0.6732673267,0.0000000000,0.4532888932
0.6831683168,0.0000000000,0.4667189491
0.6930693069,0.0000000000,0.4803450642
0.7029702970,0.0000000000,0.4941672385
0.7128712871,0.0000000000,0.5081854720
0.7227722772,0.0000000000,0.5223997647
0.7326732673,0.0000000000,0.5368101167
0.7425742574,0.0000000000,0.5514165278
0.7524752475,0.0000000000,0.5662189981
0.7623762376,0.0000000000,0.5812175277
0.7722772277,0.0000000000,0.5964121165
0.7821782178,0.0000000000,0.6118027644
0.7920792079,0.0000000000,0.6273894716
0.8019801980,0.0000000000,0.6431722380
0.8118811881,0.0000000000,0.6591510636
0.8217821782,0.0000000000,0.6753259484
0.8316831683,0.0000000000,0.6916968925
0.8415841584,0.0000000000,0.7082638957
0.8514851485,0.0000000000,0.7250269581
0.8613861386,0.0000000000,0.7419860798
0.8712871287,0.0000000000,0.7591412607
0.8811881188,0.0000000000,0.7764925007
0.8910891089,0.0000000000,0.7940398000
